objectid,reg,dep,cv,codgeo,libgeo,p21_pop
140484,53,29,2999,29232,Quimper,63642
117213,03,973,973,973302,Cayenne,63468
110416,11,92,9201,92002,Antony,63232
110899,93,13,1398,13212,Marseille 12e  Arrondissement,63108
138482,21,10,1099,10387,Troyes,62782
133423,93,83,8398,83126,La Seyne-sur-Mer,62763
113896,31,59,5940,59009,Villeneuve-d'Ascq,62067
119963,73,82,8299,82121,Montauban,61919
143909,11,93,9315,93055,Pantin,60800
138359,93,13,1398,13214,Marseille 14e  Arrondissement,59948
115095,82,73,7399,73065,Chambéry,59856
113305,54,79,7999,79191,Niort,59309
117671,11,92,9221,92051,Neuilly-sur-Seine,59267
120080,93,13,1398,13210,Marseille 10e  Arrondissement,59002
120544,11,75,75,75109,Paris 9e  Arrondissement,58951
125383,11,95,9518,95585,Sarcelles,58424
140756,11,93,9304,93007,Le Blanc-Mesnil,58257
123960,11,94,9413,94046,Maisons-Alfort,58068
131011,93,13,1398,13211,Marseille 11e  Arrondissement,57924
115186,53,56,5698,56121,Lorient,57846
115052,11,94,9420,94076,Villejuif,57753
120175,04,974,97491,974409,Saint-André,57150
137572,93,83,8396,83061,Fréjus,57082
112374,11,75,75,75105,Paris 5e  Arrondissement,56841
112036,22,60,6098,60057,Beauvais,56677
134204,91,11,1199,11262,Narbonne,56395
121216,11,77,7710,77284,Meaux,55616
131110,93,83,8397,83069,Hyères,55103
123199,11,93,9395,93008,Bobigny,55056
116342,52,85,8599,85191,La Roche-sur-Yon,54952
127720,11,92,9208,92023,Clamart,54491
121296,53,56,5699,56260,Vannes,54420
132874,11,77,7702,77108,Chelles,54309
134148,52,49,4999,49099,Cholet,53936
134099,04,974,97496,974414,Saint-Louis,53935
125141,11,93,9397,93031,Épinay-sur-Seine,53489
133399,11,93,9318,93070,Saint-Ouen,53207
134142,93,13,1398,13203,Marseille 3e  Arrondissement,53115
131216,22,02,0298,02691,Saint-Quentin,52958
135382,11,93,9306,93010,Bondy,52905
120332,82,69,6900,69389,Lyon 9e  Arrondissement,52903
135654,72,64,6497,64102,Bayonne,52749
118200,11,91,9104,91174,Corbeil-Essonnes,52683
117533,93,06,0695,06027,Cagnes-sur-Mer,52580
122150,82,69,6900,69256,Vaulx-en-Velin,52139
136537,01,971,97193,971101,Les Abymes,52118
133355,82,69,6900,69386,Lyon 6e  Arrondissement,52007
120271,11,93,9319,93071,Sevran,51845
133760,11,94,9409,94033,Fontenay-sous-Bois,51812
133375,11,78,7817,78586,Sartrouville,51220
140605,11,91,9112,91377,Massy,50962
116550,93,13,1304,13004,Arles,50415
132465,03,973,973,973311,Saint-Laurent-du-Maroni,50250
123944,93,13,1398,13204,Marseille 4e  Arrondissement,50068
135305,73,81,8196,81004,Albi,49714
127722,52,53,5399,53130,Laval,49657
137914,52,44,4498,44162,Saint-Herblain,49537
117957,11,92,9214,92036,Gennevilliers,49410
141767,11,92,9220,92073,Suresnes,49104
131550,82,69,6900,69290,Saint-Priest,48822
123414,11,94,9498,94080,Vincennes,48798
115910,94,2B,2B99,2B033,Bastia,48768
144008,82,69,6900,69385,Lyon 5e  Arrondissement,48711
110437,93,13,1324,13056,Martigues,48568
135589,52,85,8514,85194,Les Sables-d'Olonne,48402
125451,93,06,0698,06069,Grasse,48323
111198,11,75,75,75107,Paris 7e  Arrondissement,47947
113812,11,92,9218,92049,Montrouge,47657
127875,93,13,1305,13005,Aubagne,47342
131140,53,35,3599,35288,Saint-Malo,47323
126535,23,27,2799,27229,Évreux,47289
124083,11,93,9307,93027,La Courneuve,47160
141297,24,41,4199,41018,Blois,46813
139963,74,19,1999,19031,Brive-la-Gaillarde,46599
110671,21,08,0898,08105,Charleville-Mézières,46398
130490,11,92,9217,92048,Meudon,46342
118833,91,11,1198,11069,Carcassonne,46218
130280,11,94,9406,94022,Choisy-le-Roi,46129
143280,11,93,9305,93053,Noisy-le-Sec,46094
135137,11,93,9311,93046,Livry-Gargan,46028
141333,11,93,9312,93064,Rosny-sous-Bois,45655
134149,93,13,1398,13205,Marseille 5e  Arrondissement,45449
115518,72,33,3331,33522,Talence,45225
122287,43,90,9099,90010,Belfort,45155
138465,11,94,9401,94002,Alfortville,45046
138893,26,71,7197,71076,Chalon-sur-Saône,45031
112373,93,13,1399,13103,Salon-de-Provence,44731
139663,91,34,3425,34301,Sète,44712
140852,93,13,1310,13047,Istres,44577
138182,11,78,7808,78361,Mantes-la-Jolie,44539
140204,11,78,7816,78551,Saint-Germain-en-Laye,44380
120073,53,22,2299,22278,Saint-Brieuc,44224
121487,73,65,6599,65440,Tarbes,43955
137665,91,30,3098,30007,Alès,43892
110314,21,51,5197,51108,Châlons-en-Champagne,43877
127214,11,92,9203,92007,Bagneux,43699
124040,11,92,9213,92062,Puteaux,43672
140673,82,69,6900,69034,Caluire-et-Cuire,43572
122170,82,69,6900,69029,Bron,43049
142169,52,44,4497,44143,Rezé,42998
123417,31,59,5939,59606,Valenciennes,42991
118578,24,36,3699,36044,Châteauroux,42968
127664,11,95,9511,95268,Garges-lès-Gonesse,42841
122889,73,81,8198,81065,Castres,42672
125604,31,62,6296,62041,Arras,42600
113077,11,77,7711,77288,Melun,42367
124212,41,57,5799,57672,Thionville,42163
126159,93,06,0697,06030,Le Cannet,41597
133163,82,01,0199,01053,Bourg-en-Bresse,41525
122145,72,64,6496,64024,Anglet,41153
111722,54,16,1698,16015,Angoulême,41086
136112,31,62,6297,62160,Boulogne-sur-Mer,40910
114894,31,59,5933,59650,Wattrelos,40836
130100,93,05,0599,05061,Gap,40500
117251,72,33,3333,33550,Villenave-d'Ornon,40500
113510,82,26,2697,26198,Montélimar,40399
132975,22,60,6099,60159,Compiègne,40394
122060,11,93,9317,93072,Stains,40359
111277,11,75,75,75106,Paris 6e  Arrondissement,40209
126927,11,93,9310,93032,Gagny,40189
142782,73,31,3121,31149,Colomiers,40159
132420,11,78,7813,78498,Poissy,40016
119088,93,83,8303,83050,Draguignan,39745
123289,31,59,5915,59178,Douai,39648
126624,93,13,1398,13206,Marseille 6e  Arrondissement,39647
127122,02,972,972,972213,Le Lamentin,39641
123500,93,13,1312,13201,Marseille 1er Arrondissement,39436
116998,11,93,9303,93006,Bagnolet,39366
113351,31,59,5924,59378,Marcq-en-Baroeul,39356
130220,04,974,97494,974412,Saint-Joseph,38807
122637,11,93,9319,93078,Villepinte,38725
140258,82,38,3822,38421,Saint-Martin-d'Hères,38454
128477,24,28,2898,28085,Chartres,38447
119926,11,77,7717,77373,Pontault-Combault,38258
139038,24,37,3707,37122,Joué-lès-Tours,38183
120242,82,74,7404,74012,Annemasse,37918
119690,11,93,9310,93050,Neuilly-sur-Marne,37531
138765,11,95,9510,95252,Franconville,37520
124865,11,91,9117,91589,Savigny-sur-Orge,37371
112727,11,93,9320,93073,Tremblay-en-France,37271
129030,82,74,7417,74281,Thonon-les-Bains,37027
134822,04,974,97492,974410,Saint-Benoît,37023
111670,93,13,1308,13028,La Ciotat,36987
121620,82,38,3805,38151,Échirolles,36849
134179,11,92,9207,92020,Châtillon,36777
114668,11,91,9102,91027,Athis-Mons,36222
111466,93,83,8317,83129,Six-Fours-les-Plages,36203
127317,22,60,6008,60175,Creil,36106
130812,93,83,8314,83118,Saint-Raphaël,35950
126827,11,78,7805,78172,Conflans-Sainte-Honorine,35926
123576,82,69,6913,69264,Villefranche-sur-Saône,35913
114406,82,69,6900,69282,Meyzieu,35882
130993,11,91,9116,91549,Sainte-Geneviève-des-Bois,35846
119773,42,67,6705,67180,Haguenau,35715
126623,82,69,6900,69384,Lyon 4e  Arrondissement,35603
117333,93,13,1329,13117,Vitrolles,35532
117083,11,94,9497,94078,Villeneuve-Saint-Georges,35492
117328,04,974,97403,974408,La Possession,35245
118368,11,75,75,75108,Paris 8e  Arrondissement,35123
126717,82,42,4213,42207,Saint-Chamond,35068
137135,11,92,9206,92019,Châtenay-Malabry,34898
142813,11,91,9114,91477,Palaiseau,34893
131315,04,974,97495,974413,Saint-Leu,34893
139884,03,973,973,973307,Matoury,34810
125380,26,89,8998,89024,Auxerre,34778
122455,82,42,4298,42187,Roanne,34762
127217,93,13,1323,13207,Marseille 7e  Arrondissement,34633
126661,26,71,7199,71270,Mâcon,34448
111725,04,974,97423,974418,Sainte-Marie,34344
138815,11,94,9414,94058,Le Perreux-sur-Marne,34213
143067,42,67,6715,67447,Schiltigheim,34129
133365,11,78,7811,78440,Les Mureaux,33977
127247,11,78,7818,78621,Trappes,33717
119101,11,94,9495,94052,Nogent-sur-Marne,33472
128893,11,78,7806,78311,Houilles,33449
137868,83,03,0397,03185,Montluçon,33342
136627,04,974,97402,974407,Le Port,33336
143025,11,93,9303,93063,Romainville,33266
125613,93,13,1311,13054,Marignane,33003
133886,82,26,2698,26281,Romans-sur-Isère,32911
115591,26,58,5899,58194,Nevers,32830
129316,11,75,75,75103,Paris 3e  Arrondissement,32793
113188,31,62,6229,62498,Lens,32618
114029,72,33,3328,33449,Saint-Médard-en-Jalles,32538
130977,72,47,4797,47001,Agen,32485
118465,11,93,9309,93059,Pierrefitte-sur-Seine,32379
129496,41,88,8898,88160,Épinal,32285
125666,11,95,9503,95063,Bezons,32017
127763,82,73,7397,73008,Aix-les-Bains,31874
132600,11,78,7810,78423,Montigny-le-Bretonneux,31777
119326,11,95,9513,95306,Herblay,31605
138158,31,59,5909,59122,Cambrai,31425
137504,11,94,9410,94038,L' Haÿ-les-Roses,31392
125735,11,78,7812,78490,Plaisir,31375
119803,11,95,9516,95500,Pontoise,31327
121080,54,86,8698,86066,Châtellerault,31284
136597,82,69,6900,69286,Rillieux-la-Pape,31247
124047,11,94,9419,94073,Thiais,31097
113420,82,38,3899,38544,Vienne,31051
130491,11,91,9119,91657,Vigneux-sur-Seine,31050
120484,11,91,9120,91687,Viry-Châtillon,31045
116272,93,06,0606,06123,Saint-Laurent-du-Var,30941
134042,11,78,7804,78158,Le Chesnay,30924
128133,01,971,97194,971103,Baie-Mahault,30909
133133,24,28,2899,28134,Dreux,30879
115624,72,33,3396,33039,Bègles,30813
134028,93,84,8406,84031,Carpentras,30769
135667,11,95,9512,95280,Goussainville,30693
130149,72,40,4099,40192,Mont-de-Marsan,30674
117280,11,94,9422,94079,Villiers-sur-Marne,30669
144544,11,94,9402,94016,Cachan,30592
140122,11,77,7720,77445,Savigny-le-Temple,30510
132252,82,69,6900,69382,Lyon 2e  Arrondissement,30485
137689,93,06,0614,06083,Menton,30412
110478,11,93,9321,93077,Villemomble,30332
127435,11,92,9218,92046,Malakoff,30292
140519,31,62,6230,62510,Liévin,30149
142647,11,92,9211,92035,La Garenne-Colombes,29932
129835,11,91,9115,91521,Ris-Orangis,29825
116106,11,92,9211,92009,Bois-Colombes,29765
121757,11,93,9311,93014,Clichy-sous-Bois,29735
140619,82,69,6900,69275,Décines-Charpieu,29731
120286,11,92,9223,92064,Saint-Cloud,29727
139123,11,78,7803,78146,Chatou,29649
121117,82,38,3802,38053,Bourgoin-Jallieu,29577
130171,41,54,5422,54547,Vandoeuvre-lès-Nancy,29537
117149,72,24,2499,24322,Périgueux,29516
142587,11,94,9405,94018,Charenton-le-Pont,29445
144281,73,31,3126,31557,Tournefeuille,29439
111924,11,78,7810,78297,Guyancourt,29406
134494,11,92,9206,92060,Le Plessis-Robinson,29228
134856,11,91,9106,91201,Draveil,29173
111475,91,34,3401,34003,Agde,29103
111607,31,59,5930,59392,Maubeuge,29066
111974,82,69,6900,69381,Lyon 1er Arrondissement,29016
110663,11,95,9508,95219,Ermont,28987
127934,23,76,7699,76681,Sotteville-lès-Rouen,28965
130928,93,84,8411,84087,Orange,28949
135345,11,95,9521,95680,Villiers-le-Bel,28836
140218,11,94,9410,94034,Fresnes,28780
122973,22,02,0299,02722,Soissons,28705
114453,11,91,9121,91691,Yerres,28699
141869,23,76,7698,76575,Saint-Étienne-du-Rouvray,28508
116242,23,76,7695,76217,Dieppe,28358
130148,11,75,75,75104,Paris 4e  Arrondissement,28324
136459,52,44,4429,44190,Saint-Sébastien-sur-Loire,28283
129938,93,06,0601,06155,Vallauris,28025
136808,11,92,9208,92075,Vanves,28014
119487,11,94,9421,94044,Limeil-Brévannes,27999
122709,11,93,9320,93047,Montfermeil,27980
112079,52,44,4425,44114,Orvault,27872
134041,11,94,9418,94071,Sucy-en-Brie,27622
112135,03,973,973,973309,Remire-Montjoly,27274
110363,11,91,9120,91286,Grigny,27257
132472,01,971,97196,971113,Le Gosier,27184
129715,31,59,5922,59328,Lambersart,27121
113876,42,67,6707,67218,Illkirch-Graffenstaden,27118
132487,82,69,6900,69149,Oullins,27113
120815,11,91,9103,91103,Brétigny-sur-Orge,27106
135130,26,89,8999,89387,Sens,27034
118283,11,95,9519,95607,Taverny,27025
118081,11,77,7723,77514,Villeparisis,26822
116309,11,78,7814,78517,Rambouillet,26816
138185,72,33,3309,33119,Cenon,26778
128501,11,95,9501,95582,Sannois,26768
127098,11,95,9510,95176,Cormeilles-en-Parisis,26741
138797,11,77,7722,77058,Bussy-Saint-Georges,26571
135504,72,33,3332,33529,La Teste-de-Buch,26556
115466,11,91,9108,91223,Étampes,26529
118149,73,31,3103,31069,Blagnac,26466
123406,93,13,1327,13063,Miramas,26405
117435,72,24,2498,24037,Bergerac,26323
127818,52,49,4919,49328,Saumur,26215
137202,91,34,3412,34145,Lunel,26185
127425,11,78,7818,78208,Élancourt,26082
124781,31,62,6299,62427,Hénin-Beaumont,26035
135021,52,44,4431,44215,Vertou,26002
128156,23,76,7613,76322,Le Grand-Quevilly,25975
129535,11,95,9521,95277,Gonesse,25963
135012,93,84,8407,84035,Cavaillon,25923
141891,93,83,8306,83062,La Garde,25912
140447,72,33,3324,33192,Gradignan,25835
117414,83,15,1598,15014,Aurillac,25815
137878,52,49,4918,49301,Saint-Macaire-en-Mauges,25806
112638,83,03,0399,03310,Vichy,25789
113105,72,64,6407,64122,Biarritz,25764
118746,11,77,7701,77083,Champs-sur-Marne,25695
117369,31,59,5904,59017,Armentières,25581
116752,43,25,2513,25388,Montbéliard,25573
110819,25,61,6197,61001,Alençon,25555
142290,54,17,1720,17415,Saintes,25518
141303,11,91,9198,91114,Brunoy,25423
141503,11,95,9508,95203,Eaubonne,25373
134567,11,92,9214,92078,Villeneuve-la-Garenne,25371
120886,24,18,1899,18279,Vierzon,25348
135426,11,91,9118,91692,Les Ulis,25253
129728,73,31,3109,31395,Muret,25060
126307,11,95,9517,95572,Saint-Ouen-l'Aumône,25023
114979,31,62,6211,62119,Béthune,24992
114510,91,34,3420,34057,Castelnau-le-Lez,24888
142775,11,92,9207,92032,Fontenay-aux-Roses,24772
137123,03,973,973,973304,Kourou,24612
123395,72,33,3316,33243,Libourne,24557
143306,23,27,2723,27681,Vernon,24543
139199,11,94,9415,94054,Orly,24482
118108,11,94,9412,94043,Le Kremlin-Bicêtre,24380
134237,72,33,3325,33162,Eysines,24374
131121,72,33,3307,33069,Le Bouscat,24339
139821,04,974,97404,974420,Sainte-Suzanne,24293
126887,01,971,97198,971128,Sainte-Anne,24281
123833,01,971,97197,971118,Petit-Bourg,24272
142415,73,12,1299,12202,Rodez,24207
115063,11,93,9306,93057,Les Pavillons-sous-Bois,24165
117860,22,02,0297,02408,Laon,24021
131452,93,83,8321,83144,La Valette-du-Var,23955
136706,91,34,3408,34108,Frontignan,23808
136027,11,91,9199,91421,Montgeron,23800
114947,43,39,3998,39198,Dole,23775
127128,52,49,4909,49023,Beaupréau,23639
124607,93,13,1313,13202,Marseille 2e  Arrondissement,23627
129400,11,93,9303,93045,Les Lilas,23469
136993,72,33,3317,33249,Lormont,23291
134000,54,17,1713,17299,Rochefort,23092
126673,11,78,7817,78358,Maisons-Laffitte,23080
125419,21,52,5299,52448,Saint-Dizier,23068
136278,11,77,7717,77390,Roissy-en-Brie,23061
132993,52,44,4424,44047,Couëron,23057
141490,73,32,3299,32013,Auch,23041
128881,53,56,5607,56098,Lanester,23026
112721,31,59,5928,59360,Loos,23013
127639,93,04,0499,04112,Manosque,22926
140706,82,38,3897,38169,Fontaine,22891
121170,24,45,4512,45232,Olivet,22855
120666,11,77,7719,77152,Dammarie-les-Lys,22845
129553,11,78,7821,78640,Vélizy-Villacoublay,22713
133730,42,68,6814,68297,Saint-Louis,22698
121401,82,69,6900,69244,Tassin-la-Demi-Lune,22676
137672,01,971,97111,971117,Le Moule,22645
119768,11,92,9205,92072,Sèvres,22618
137460,11,95,9513,95424,Montigny-lès-Cormeilles,22603
138986,22,80,8098,80001,Abbeville,22595
125775,11,95,9506,95197,Deuil-la-Barre,22510
138307,52,85,8502,85047,Challans,22494
112668,31,59,5923,59368,La Madeleine,22488
137803,11,77,7722,77468,Torcy,22444
143316,72,33,3314,33199,Gujan-Mestras,22399
143576,11,91,9110,91272,Gif-sur-Yvette,22352
133942,82,01,0115,01283,Oyonnax,22277
114075,11,77,7713,77305,Montereau-Fault-Yonne,22259
111803,11,77,7704,77122,Combs-la-Ville,22240
141739,25,14,1414,14327,Hérouville-Saint-Clair,22227
143599,93,13,1309,13071,Les Pennes-Mirabeau,22161
114697,21,51,5198,51230,Épernay,22001
115517,11,95,9515,95428,Montmorency,21870
134759,82,69,6900,69202,Sainte-Foy-lès-Lyon,21858
117308,41,57,5715,57480,Montigny-lès-Metz,21854
142354,31,62,6216,62178,Bruay-la-Buissière,21827
131841,23,76,7627,76498,Le Petit-Quevilly,21782
131557,73,12,1298,12145,Millau,21712
130666,24,45,4518,45284,Saint-Jean-de-Braye,21700
140150,21,52,5298,52121,Chaumont,21699
114708,72,47,4799,47323,Villeneuve-sur-Lot,21629
120293,93,06,0613,06079,Mandelieu-la-Napoule,21561
143635,11,94,9402,94003,Arcueil,21557
127084,31,59,5921,59295,Hazebrouck,21498
110752,93,13,1303,13002,Allauch,21490
128207,31,59,5925,59410,Mons-en-Baroeul,21467
111207,24,45,4506,45147,Fleury-les-Aubrais,21438
110227,11,91,9103,91570,Saint-Michel-sur-Orge,21437
113609,11,93,9321,93049,Neuilly-Plaisance,21415
131409,52,49,4911,49092,Chemillé-Melay,21386
130391,22,60,6016,60463,Nogent-sur-Oise,21382
115933,11,78,7808,78362,Mantes-la-Ville,21376
139769,11,78,7813,78005,Achères,21368
133258,72,40,4098,40088,Dax,21347
118867,02,972,972,972222,Le Robert,21305
141171,11,94,9423,94067,Saint-Mandé,21195
121538,11,77,7709,77243,Lagny-sur-Marne,21191
123472,93,13,1309,13041,Gardanne,21174
126345,41,57,5708,57227,Forbach,21130
115970,11,94,9415,94077,Villeneuve-le-Roi,21129
121222,11,75,75,75102,Paris 2e  Arrondissement,21119
131626,11,78,7815,78545,Saint-Cyr-l'École,20971
131277,82,69,6900,69204,Saint-Genis-Laval,20929
128690,82,38,3829,38563,Voiron,20891
120971,11,95,9501,95555,Saint-Gratien,20866
138256,31,59,5913,59646,Wasquehal,20836
130261,31,59,5937,59279,Halluin,20829
120613,11,92,9203,92014,Bourg-la-Reine,20810
122791,11,91,9116,91434,Morsang-sur-Orge,20785
132408,31,59,5913,59163,Croix,20778
128911,31,59,5912,59155,Coudekerque-Branche,20765
134919,26,71,7198,71153,Le Creusot,20731
110674,11,77,7716,77350,Ozoir-la-Ferrière,20692
115590,82,69,6900,69091,Givors,20654
143005,53,35,3597,35115,Fougères,20653
129572,31,59,5914,59172,Denain,20640
130939,11,77,7712,77294,Mitry-Mory,20627
117303,41,57,5722,57631,Sarreguemines,20624
121921,11,91,9111,91345,Longjumeau,20620
124134,53,29,2908,29039,Concarneau,20607
134523,52,85,8510,85146,Montaigu,20605
142066,52,44,4404,44026,Carquefou,20510
115398,11,92,9206,92071,Sceaux,20488
110947,11,78,7804,78126,La Celle-Saint-Cloud,20476
141870,11,94,9405,94042,Joinville-le-Pont,20413
142938,52,44,4421,44020,Bouguenais,20410
115072,53,22,2207,22113,Lannion,20344
124512,73,31,3126,31157,Cugnaux,20341
126036,52,44,4405,44035,La Chapelle-sur-Erdre,20331
113245,31,59,5920,59271,Grande-Synthe,20331
120135,11,94,9419,94021,Chevilly-Larue,20326
139039,42,67,6709,67267,Lingolsheim,20266
141366,11,94,9422,94059,Le Plessis-Trévise,20218
144107,72,33,3307,33075,Bruges,20215
138462,11,77,7720,77285,Le Mée-sur-Seine,20207
122672,83,63,6316,63124,Cournon-d'Auvergne,20193
135541,73,46,4698,46042,Cahors,20141
116844,23,76,7622,76451,Mont-Saint-Aignan,20066
130502,26,21,2103,21054,Beaune,20032
138335,93,84,8413,84089,Pertuis,20012
121610,11,92,9217,92022,Chaville,19991
140190,93,84,8409,84054,L' Isle-sur-la-Sorgue,19965
130130,73,31,3111,31424,Plaisance-du-Touch,19944
142558,11,91,9112,91161,Chilly-Mazarin,19938
132538,54,79,7902,79049,Bressuire,19906
116405,82,73,7398,73011,Albertville,19812
138861,25,14,1417,14366,Lisieux,19807
126681,93,06,0609,06085,Mougins,19677
117194,53,35,3504,35047,Bruz,19651
115868,82,26,2615,26058,Bourg-lès-Valence,19581
137269,31,59,5926,59507,Ronchin,19437
135704,93,06,0626,06157,Vence,19415
131371,25,50,5099,50502,Saint-Lô,19373
110642,82,69,6900,69199,Saint-Fons,19360
135747,83,03,0398,03190,Moulins,19343
144662,02,972,972,972229,Schoelcher,19341
144029,41,88,8899,88413,Saint-Dié-des-Vosges,19319
123677,42,67,6716,67462,Sélestat,19300
118866,11,77,7704,77053,Brie-Comte-Robert,19213
131018,93,83,8302,83047,La Crau,19179
123884,93,84,8415,84129,Sorgues,19117
141248,82,38,3814,38553,Villefontaine,19083
134581,11,94,9412,94037,Gentilly,19048
136647,54,17,1717,17306,Royan,19029
110335,53,35,3527,35360,Vitré,18998
114495,03,973,973,973305,Macouria,18847
131519,11,94,9418,94011,Bonneuil-sur-Marne,18750
127198,83,63,6325,63300,Riom,18736
121452,31,59,5913,59299,Hem,18713
134318,83,43,4399,43157,Le Puy-en-Velay,18629
138406,11,78,7809,78383,Maurepas,18611
123178,53,56,5612,56162,Ploemeur,18591
113948,82,38,3816,38229,Meylan,18573
137319,01,971,97109,971115,Lamentin,18527
132243,11,95,9505,95218,Éragny,18468
128085,54,16,1699,16102,Cognac,18448
110974,11,91,9102,91326,Juvisy-sur-Orge,18424
120506,11,94,9404,94019,Chennevières-sur-Marne,18367
114822,82,69,6900,69081,Écully,18361
122497,23,27,2714,27375,Louviers,18350
132876,52,49,4916,49244,La Pommeraye,18331
120762,11,78,7813,78123,Carrières-sous-Poissy,18316
118100,11,77,7704,77296,Moissy-Cramayel,18248
134185,91,30,3005,30028,Bagnols-sur-Cèze,18248
111732,24,41,4110,41194,Romorantin-Lanthenay,18115
122444,31,59,5918,59220,Faches-Thumesnil,18110
115400,23,76,7611,76259,Fécamp,18016
129459,11,95,9515,95598,Soisy-sous-Montmorency,18008
120216,42,67,6715,67043,Bischheim,17939
122332,02,972,972,972207,Ducos,17912
138880,52,44,4420,44131,Pornic,17910
139801,93,13,1311,13026,Châteauneuf-les-Martigues,17909
127935,11,92,9223,92033,Garches,17898
119536,31,62,6221,62215,Carvin,17852
118840,43,25,2516,25462,Pontarlier,17849
115252,72,64,6410,64260,Hendaye,17796
133662,41,54,5498,54329,Lunéville,17755
142912,72,33,3309,33167,Floirac,17749
121598,01,971,97107,971107,Capesterre-Belle-Eau,17731
131517,53,35,3503,35051,Cesson-Sévigné,17716
114943,52,49,4920,49331,Segré,17699
120700,31,62,6208,62065,Avion,17672
112113,93,83,8301,83023,Brignoles,17664
140275,93,83,8313,83116,Saint-Maximin-la-Sainte-Baume,17631
123220,01,971,97199,971129,Sainte-Rose,17630
134613,11,78,7807,78335,Limay,17626
134931,11,94,9416,94004,Boissy-Saint-Léger,17570
130308,93,84,8414,84092,Le Pontet,17551
139454,91,34,3410,34129,Lattes,17544
112689,83,63,6308,63075,Chamalières,17454
138470,41,57,5727,57757,Yutz,17401
121802,11,94,9422,94015,Bry-sur-Marne,17400
114461,73,31,3124,31044,Balma,17385
122719,11,95,9504,95476,Osny,17277
